input_text,aspect,polarity,extracted_nouns
got enough reasons keep coming back,anecdotesmiscellaneous,positive,['reasons']
pizza pretty good huge,food,positive,['pizza']
otherwise good stuff late nite eats,food,positive,['stuff']
sushi average average wait service always subpar atmosphere goes nice really irritating sit area beyond kitchen acousitcs horrid everything echoes extremely loud,service,negative,"['atmosphere', 'sushi', 'area', 'sit', 'kitchen', 'wait', 'service']"
casimir 5 times always great time,anecdotesmiscellaneous,positive,"['time', 'times']"
true gem village,anecdotesmiscellaneous,positive,"['village', 'gem']"
came restaurant expecting surprised left bored overcharged,price,negative,['restaurant']
rather pathetic took hour seat us,service,negative,"['seat', 'hour']"
could handled better,anecdotesmiscellaneous,negative,[]
another great place take outoftowners,anecdotesmiscellaneous,positive,"['place', 'outoftowners']"
best secret place midtown heard bartender brilliant food try steak portobello mushrooms drinks bar last tuesday,food,positive,"['food', 'steak', 'portobello', 'midtown', 'mushrooms', 'bar', 'place', 'bartender', 'drinks']"
owners employees friendly pizza fantastic,food,positive,"['employees', 'owners', 'fantastic', 'pizza']"
great food reasonable prices makes evening cant beat,food,positive,"['food', 'prices', 'evening']"
eaten 34 times food always good,food,positive,"['food', 'times']"
appetizers salads fabulous steak mouth watering pasta delicious,food,positive,"['steak', 'delicious', 'appetizers', 'mouth', 'pasta']"
would go back tho,anecdotesmiscellaneous,positive,[]
restaurant rather small lucky get table quickly,ambience,negative,"['table', 'get', 'restaurant']"
highly recommended first date,anecdotesmiscellaneous,positive,['date']
last night spice grill place im eating indian cuisine,food,positive,"['spice', 'cuisine', 'night', 'grill', 'place']"
gabriela personaly greets recommends eat,service,positive,['eat']
entire place treatment received felt conveyor belt,ambience,negative,"['treatment', 'belt', 'place', 'conveyor']"
signs specials menus food even waitstaff totally japanese,service,positive,"['food', 'specials', 'menus']"
service great food fantastic,service,positive,['food']
place good potential needs significant amount work justify spending much money indian food get everywhere else,anecdotesmiscellaneous,negative,"['food', 'amount', 'money', 'potential', 'work']"
neighborhood nice though check another restaurant instead,anecdotesmiscellaneous,negative,"['neighborhood', 'restaurant']"
thai place go nyc wonderful live relaxed jazz certain nights,ambience,positive,"['jazz', 'nights', 'place']"
delicious crab cakes,food,positive,"['crab', 'cakes']"
entire place treatment received felt conveyor belt,service,negative,"['treatment', 'belt', 'place', 'conveyor']"
wish lived would eat place often possible,anecdotesmiscellaneous,positive,['place']
restuarant large seems several round tables accomodate large groups hoping save buck eat authentic taiwanese,ambience,conflict,"['groups', 'tables', 'buck', 'taiwanese']"
delicious bagels especially right oven,food,positive,"['oven', 'bagels']"
tried pad see ew recommendation last reviewer since one favorite dishes,food,neutral,"['pad', 'dishes', 'reviewer']"
knew upon visiting nyc wanted try orginal deli,anecdotesmiscellaneous,neutral,['deli']
place bistro means simple dishes wine served efficiently bustling atmosphere,ambience,positive,"['wine', 'place', 'atmosphere', 'dishes']"
asked spicy delicious,food,positive,[]
thius must anyone loves shabushabu,food,positive,['shabushabu']
absolutely love place,anecdotesmiscellaneous,positive,['place']
hostess waitress incredibly rude everything could rush us,service,negative,"['hostess', 'waitress']"
usually go chart house celebrate birthday anniversary,anecdotesmiscellaneous,neutral,"['anniversary', 'house']"
ive monster sushi twice 46th st 23rd st one number times,anecdotesmiscellaneous,neutral,"['monster', 'number', 'sushi', 'times']"
decor really blah hip happening,ambience,negative,"['blah', 'decor', 'hip']"
owner guy owns typhoon street st marks 1st ave,anecdotesmiscellaneous,neutral,"['owner', 'guy']"
staff accomodating food absolutely delicious place lovely,food,positive,"['food', 'place', 'staff']"
food great reasonably priced,price,positive,['food']
hot day fabulous stop enjoy lunch,anecdotesmiscellaneous,positive,"['lunch', 'day', 'stop']"
never disappointed true strength lays amazingly delicious cheap lunch specials,food,positive,"['lunch', 'specials', 'strength']"
butter melted white wine warm cheese oozing everywhere,food,negative,"['butter', 'wine', 'cheese']"
finally seated waitress came twice1 order 2for check,anecdotesmiscellaneous,negative,"['order', 'twice1', 'waitress', 'check']"
waitress sweet accomodating overbearing,service,positive,"['overbearing', 'waitress']"
food exceptional,food,positive,['food']
eggs benedict brunch worst entire life tried removing hollondaise sauce completely failed,food,negative,"['sauce', 'eggs', 'hollondaise', 'brunch', 'life']"
place small cramped food fantastic,food,positive,['food']
food amazing service prompt helpful overbearing rushed,food,positive,"['food', 'prompt', 'service']"
pizza best like thin crusted pizza,food,positive,['pizza']
several times never dissapoints,anecdotesmiscellaneous,positive,['times']
friends showed sat,anecdotesmiscellaneous,neutral,['friends']
food arrived 20 minutes called cold soggy,service,negative,"['food', 'minutes']"
great addition smith street finally place thats pretentious filled women wearing ugg boots,anecdotesmiscellaneous,positive,"['boots', 'women', 'place']"
visited bread bar january restaurant week pleased menu selections service,service,positive,"['bread', 'menu', 'week', 'selections', 'service', 'restaurant']"
thing could get attention one least two cats running around kept batting table,anecdotesmiscellaneous,negative,"['cats', 'table', 'thing', 'batting', 'attention']"
excited hear shortterm chef jason narone moved truly low point sterling track record,anecdotesmiscellaneous,negative,"['point', 'track', 'record']"
staff knowledgeable full personality,service,positive,['personality']
chow fun chow see really bland oily,food,negative,[]
went combination different seafood dishes appetizers,food,neutral,"['appetizers', 'seafood', 'combination', 'dishes']"
staff attentive earth,service,positive,"['earth', 'staff']"
one never patronize,anecdotesmiscellaneous,negative,[]
places decor hidden bathrooms made good laugh,ambience,positive,"['bathrooms', 'decor', 'laugh', 'places']"
arrived time reservation seated promptlythe,anecdotesmiscellaneous,neutral,"['reservation', 'time']"
ive lived nyc life never seen many waterbugs one place except really bad dream,anecdotesmiscellaneous,neutral,"['waterbugs', 'place', 'dream', 'life']"
food drinks service clearly among best city,food,positive,"['food', 'city', 'service', 'drinks']"
great wine list italian good food service initially fine,service,conflict,"['food', 'wine', 'list', 'service']"
big bun,food,negative,['bun']
definetely go back thats sure,anecdotesmiscellaneous,positive,[]
fact leaving place saw two people looking menu couldnt help telling food horrible,food,negative,"['food', 'menu', 'people', 'fact', 'place']"
overall give 10,anecdotesmiscellaneous,positive,[]
300 bill bit steep experience great,price,negative,"['bill', 'experience', 'bit']"
dahkin also offers prix fixe lunch buffet,food,neutral,"['lunch', 'buffet']"
bottom line b food f service,service,negative,['service']
found food outstanding particulary salmon dish,food,positive,"['dish', 'food', 'salmon']"
long time essabagel fan surpised find return time time murrays,anecdotesmiscellaneous,positive,"['return', 'time', 'essabagel', 'fan']"
different regular dimsum places,anecdotesmiscellaneous,neutral,['places']
food great good selecion wines reasonable prices,price,positive,"['food', 'wines', 'prices']"
reason seafood menu unavailable except salmon,food,negative,"['salmon', 'seafood', 'reason', 'menu']"
location good fact hutner college near prices reasonable makes students go back suan,ambience,positive,"['suan', 'prices', 'students', 'location', 'fact']"
every course better next,food,positive,['course']
tasty expensive,price,negative,[]
think locals rate place high,anecdotesmiscellaneous,neutral,"['locals', 'place']"
coworkers amazed small dish,food,negative,"['dish', 'coworkers']"
first rolling ideas yet another french place ues,anecdotesmiscellaneous,neutral,"['place', 'ideas']"
located greenewich village,anecdotesmiscellaneous,neutral,['village']
however spent overall par,price,negative,['par']
definitely wouldnt go back,anecdotesmiscellaneous,negative,[]
restaraurant small reservations must,anecdotesmiscellaneous,neutral,['reservations']
foods good ever,food,positive,['foods']
besides table promised given restaurant patrons twice actually seated served dishes hadnt ordered three times received one orders 20 minutes rest table served order undercooked charged 45 bill,service,negative,"['orders', 'order', 'bill', 'minutes', 'patrons', 'dishes', 'table', 'times', 'rest', 'restaurant']"
others go restaurants feel sad theyre eaten,anecdotesmiscellaneous,neutral,"['restaurants', 'others']"
sushi average average wait service always subpar atmosphere goes nice really irritating sit area beyond kitchen acousitcs horrid everything echoes extremely loud,ambience,conflict,"['atmosphere', 'sushi', 'area', 'sit', 'kitchen', 'wait', 'service']"
next hour half stood crowded lobby area touristy restaurant listening types explanations seated,service,negative,"['types', 'listening', 'explanations', 'area', 'lobby', 'half', 'hour', 'restaurant', 'touristy']"
good selection wines ranging affordable high end,price,conflict,"['wines', 'selection', 'end']"
okay service,service,neutral,['service']
service friendly prices good delivery time little slow way pizza tastes im willing overlook,food,positive,"['way', 'delivery', 'time', 'prices', 'service', 'pizza']"
keep good work,anecdotesmiscellaneous,positive,['work']
ive many time never disappointed,anecdotesmiscellaneous,positive,['time']
get go go hamburgers matter reviews say,food,negative,"['hamburgers', 'reviews']"
went 5 friends lingered table bit didnt feel rushed even though wait,anecdotesmiscellaneous,conflict,"['table', 'friends', 'bit']"
kosher dills perfect compliment unforgetable sandwich give plenty,food,positive,"['plenty', 'sandwich']"
barbecued codfish gorgeously moist poached yet fabulous texture let curiously bland seasoning spice rub might overwhelmed however herb mix sauce would done much enhance,food,conflict,"['spice', 'sauce', 'mix', 'codfish', 'herb', 'seasoning', 'texture', 'rub']"
authentic pakistani food,food,positive,['food']
people carts food dont understand dont speak english job give delicious food point,anecdotesmiscellaneous,neutral,"['people', 'food', 'point', 'job']"
pray food gods make good pizza like vts,food,conflict,"['food', 'vts', 'gods', 'pizza']"
aside sea urchin chef recommended assortment fish including fatty yellow tail boton shrimp blue fin torro fatty tuna sea eel etc,food,neutral,"['assortment', 'sea', 'tail', 'fish', 'fin', 'boton', 'chef', 'fatty']"
design atmosphere good,ambience,positive,"['design', 'atmosphere']"
concluded tiramisu chocolate cake delicious,food,positive,"['cake', 'chocolate']"
dealing subpar pizza kensington neighborhood ive found little toninos,anecdotesmiscellaneous,positive,"['toninos', 'neighborhood', 'pizza']"
refuse seat parties 3 weekends,service,negative,"['seat', 'parties', 'weekends']"
thick slightly soggy,food,negative,[]
food great inexpensive,food,positive,['food']
good value,anecdotesmiscellaneous,positive,['value']
good food id recommend fun night,food,positive,"['night', 'food', 'fun']"
get excellent meal many indian restaurants nearby lexington avenue cost one dainty dishes,price,negative,"['restaurants', 'dishes', 'dainty', 'meal']"
place correct ambience excellent staff make feel like guest friend time,service,positive,"['guest', 'time', 'ambience', 'friend', 'staff']"
orsay pleasnt throw back traditional french food french service well,service,positive,"['food', 'service']"
great choice cost great deal,anecdotesmiscellaneous,positive,"['deal', 'choice']"
service could improved overall place understands importance little things heavy black antiqueseeming teapot one restaurant experience,service,negative,"['things', 'teapot', 'experience', 'importance', 'place', 'service', 'restaurant']"
service poor restaurant poorly lit staff attentive would rather eaten mcdonalds joint,service,negative,"['staff', 'mcdonalds', 'joint', 'service', 'restaurant']"
although tables may closely situated candlelight foodquality service overcompensate,ambience,conflict,"['overcompensate', 'candlelight', 'tables', 'foodquality', 'service']"
staff isnt friendliest competent stickler service everything else place makes,anecdotesmiscellaneous,positive,"['stickler', 'place', 'service', 'staff']"
visit make point eat ino least daily whole trip,anecdotesmiscellaneous,positive,"['point', 'trip']"
felt worth,price,positive,[]
buffet nice selection,food,positive,['selection']
great place grab hot bagel way work,food,positive,"['bagel', 'place', 'way', 'work']"
longtime fan holy basil east village believe food slightly slipped quality hesitant disloyal,anecdotesmiscellaneous,neutral,"['village', 'fan', 'quality', 'food']"
steak tartare great bet fix table,food,positive,"['fix', 'steak', 'bet', 'table']"
thanks blooms lovely trip,anecdotesmiscellaneous,positive,"['trip', 'thanks']"
im amazed havent kicked place yet,anecdotesmiscellaneous,neutral,['place']
cant go wrong,anecdotesmiscellaneous,positive,[]
highly recommended,anecdotesmiscellaneous,positive,[]
give 15 discount end wasnt enough knew service horrible,anecdotesmiscellaneous,conflict,"['service', 'discount', 'end']"
seafood amazing theres good wine list everchanging menu always offers great surprises,food,positive,"['list', 'menu', 'wine', 'surprises', 'seafood']"
great eats good times,food,positive,['times']
dry disgusting didnt even finish first piece,food,negative,['piece']
also limited seating substantial wait getting food peak times,service,negative,"['food', 'seating', 'times', 'peak', 'wait']"
seated waitresses great explain everything menu price food really cheap service get,service,positive,"['food', 'waitresses', 'menu', 'price', 'service']"
place small intimate may feel little crowded service excellent great friends romantic date special occassion,service,positive,"['occassion', 'friends', 'service']"
overall worht every penny,price,positive,['penny']
tiny table two dinner plates hung edge right middle one lanes waiter traffic,ambience,negative,"['edge', 'traffic', 'table', 'waiter', 'dinner', 'plates']"
must try shrimp appetizers,food,positive,"['shrimp', 'appetizers']"
consequently burgers fell apart hands made mess didnt feel like finishing,food,negative,"['burgers', 'mess', 'hands']"
service sometimes lack focus ideal hurry never treated rudely,service,conflict,"['focus', 'service', 'hurry']"
food absolutely amazing,food,positive,['food']
tuna tartar appetizer die,food,positive,['appetizer']
enjoyed food highly disappointed poor service waiter quite competent slow service lack remorse,service,negative,"['food', 'remorse', 'lack', 'waiter', 'service']"
havent eat lamb chop delicious thatthe salads really nice dressed lemon extra virgnin olive oil,food,positive,"['lemon', 'chop', 'oil', 'olive', 'salads']"
three page wine menu one page entree horedevous,food,positive,"['entree', 'wine', 'page', 'menu']"
salads fantastic,food,positive,['salads']
would recommend place anyone would without doubt come,anecdotesmiscellaneous,positive,"['doubt', 'place']"
photobook menu cute touch certainly helped group pick fried chicken pork chop noodle dishes ordered,food,positive,"['photobook', 'touch', 'pork', 'chop', 'menu', 'dishes', 'group', 'chicken', 'noodle']"
dine thalia slightly deceiving beautiful outside bland inside,ambience,conflict,[]
weeks back worst customer service experience restaurant ever,anecdotesmiscellaneous,negative,"['customer', 'weeks', 'experience', 'service', 'restaurant']"
romantic want brightly lit,ambience,positive,[]
restaurant dirty unkempt,ambience,negative,"['unkempt', 'restaurant']"
wine list selection good winebytheglass generously filled top,food,positive,"['winebytheglass', 'list', 'top', 'wine', 'selection']"
people attest spending 50 drinks new york bars hardly feeling thing drinks plentiful unique,price,negative,"['people', 'thing', 'bars', 'drinks']"
possible drawback last point date posting additional menu items written chinese,anecdotesmiscellaneous,negative,"['drawback', 'point', 'date', 'items', 'menu']"
perhaps night suprisingly average 93 rating,anecdotesmiscellaneous,negative,"['night', 'rating']"
problem literally sitting top people next,ambience,negative,"['people', 'problem']"
friends vacation ny referred chance friend,anecdotesmiscellaneous,neutral,"['friend', 'friends']"
crazy sake martini,food,negative,"['sake', 'martini']"
good french restaurant area devoid decent restaurants unless youre eating 4 pound pastrami sandwiches katz deli mexican food supplied capable restaurants,anecdotesmiscellaneous,positive,"['restaurants', 'pastrami', 'area', 'pound', 'restaurant']"
whats difference two,anecdotesmiscellaneous,neutral,['difference']
lived japan 7 years taste food feel restaurant like back japan,ambience,positive,"['years', 'restaurant', 'food']"
highly recommend great value excellent sushi service,price,positive,"['service', 'value', 'sushi']"
new york times reviewed place three times already know going good,anecdotesmiscellaneous,positive,"['place', 'times']"
one favorite places manhattan,anecdotesmiscellaneous,positive,['places']
killer sushi,food,positive,"['sushi', 'killer']"
service efficient courteous,service,positive,['service']
food doesnt appear cooked premisis theres high turnover pretty fresh,food,conflict,"['premisis', 'food', 'turnover']"
menu looked good except offering chilean sea bass server offer specials written board outside,food,conflict,"['sea', 'menu', 'bass', 'server', 'specials', 'board']"
got 10 10piece dim sum combo every bite great,price,positive,"['bite', 'combo', 'sum']"
times dinner brunch twice lunch,anecdotesmiscellaneous,neutral,"['lunch', 'dinner', 'times']"
bill outragous,price,negative,['bill']
went late weekday lunch,anecdotesmiscellaneous,neutral,['lunch']
wine list isnt great desserts shipped brunos street good used,food,negative,"['wine', 'list', 'desserts']"
filet mignon dish superb,food,positive,[]
love visit murrays bagel fix,anecdotesmiscellaneous,positive,['love']
lobster bisque 2 oz maine lobster,food,positive,"['maine', 'lobster', 'oz']"
usually get dinner specials reasonably priced tasty,price,positive,"['tasty', 'dinner', 'specials']"
ran little late reservation wasnt problem get table immediately,service,positive,"['reservation', 'problem', 'table']"
food terrific service classy attentive without overbearing,service,positive,"['food', 'service']"
amazing meal experience,anecdotesmiscellaneous,positive,"['experience', 'meal']"
however looking table next sort wished ordered pizza looked perrrrrrrrrfect,food,positive,"['table', 'sort', 'pizza']"
home made potato chips bar delicious things world,food,positive,"['things', 'potato', 'home', 'chips', 'world', 'bar']"
food good,food,positive,['food']
great romantic place date try get corner booth table little privacy sit close,ambience,positive,"['date', 'table', 'corner', 'privacy', 'booth', 'place']"
however want great food great price dont mind decor cant beat place,price,positive,"['place', 'food', 'price', 'decor']"
italian food flavor sort surprising ues service turns nightmare attentivethey sort remind ny yankees late 90s matter bad look knew rally around corner,service,conflict,"['food', 'ues', 'rally', '90s', 'corner', 'look', 'flavor', 'nightmare', 'service']"
everything looks great drinks decor food even people,ambience,positive,"['people', 'food', 'decor', 'drinks']"
good food restaurant bit expensive great want impress date,food,positive,"['food', 'date', 'bit', 'restaurant', 'want']"
meeting friends drink lafayette 161 happened walk thai angel famished,anecdotesmiscellaneous,neutral,"['meeting', 'angel', 'friends']"
return many times oasis midtown,anecdotesmiscellaneous,positive,"['midtown', 'oasis', 'times']"
menu nothing like one website,food,negative,['website']
wonderful strawberry daiquiries well,food,positive,"['strawberry', 'daiquiries']"
still stay away table next us walked table aanother serves eventhough much longer,service,negative,['table']
food absolutely horrible,food,negative,['food']
wait staff blantently unappreciative business best pie uws,food,positive,"['business', 'pie', 'staff']"
favor walk extra avenue joes eat,anecdotesmiscellaneous,positive,"['avenue', 'favor', 'joes']"
spectacular caviar hospitable waitstaff felt like royalty enjoyed every second,food,positive,"['royalty', 'caviar', 'waitstaff']"
dont usually order wine indian cant comment wine list wines,food,neutral,"['wines', 'wine', 'list']"
able squeeze 6 called night anniversary friday night reservation told theyd treat us well occasion,anecdotesmiscellaneous,neutral,"['occasion', 'night', 'reservation', 'anniversary']"
food ok would never go back,food,neutral,['food']
ate week ago found dishes average best expensive,food,negative,"['week', 'dishes']"
go pretheatre menu even greater deal,price,positive,"['pretheatre', 'menu', 'deal']"
looked menu werent lot choices dumplings appetizer section,food,negative,"['menu', 'section', 'dumplings', 'choices', 'appetizer', 'lot']"
service friendly atmosphere casual,service,positive,"['atmosphere', 'service']"
area try bagel shoppe 74th street 3 blocks away 2nd ave,anecdotesmiscellaneous,positive,"['blocks', 'bagel', 'street', 'area']"
complaint would average cost 1215 per meal id like worry finding seat,service,negative,"['meal', 'cost', 'seat', 'complaint', 'worry', 'i']"
worth prices,price,negative,['prices']
delicious simple food nice outdoor atmosphere,food,positive,"['food', 'atmosphere']"
husband ordered steak medium,food,neutral,"['husband', 'steak', 'medium']"
server checked us maybe twice entire meal,service,negative,"['server', 'meal']"
oh complimentary pudding dessert enough yummy,food,positive,"['pudding', 'dessert']"
appears owners first venture shows,anecdotesmiscellaneous,negative,"['owners', 'venture']"
corned beef tender melted mouth,food,positive,"['mouth', 'tender', 'beef']"
give try enjoy,anecdotesmiscellaneous,positive,[]
service par wonderful,service,conflict,"['wonderful', 'par']"
ive never disappointed,anecdotesmiscellaneous,positive,[]
monday nights bargain 28 prix fix includes three course meal plus three glasses wine paired course,price,positive,"['nights', 'course', 'meal', 'bargain', 'glasses', 'wine', 'prix', 'fix']"
sit inside,ambience,neutral,[]
recent sunday afternoon friend accidently found great restaurant way see pulitzer prize winning play doubt,anecdotesmiscellaneous,positive,"['prize', 'way', 'play', 'doubt', 'friend', 'afternoon', 'restaurant']"
reasonably priced around 8 dinner 5 lunch delicious filling,price,positive,"['lunch', 'dinner', 'filling']"
best pastrami ever great portion without ridiculous,food,positive,"['portion', 'pastrami']"
3 hour brunch definitely rush kept unlimited mimosas flowing whole time,service,positive,"['hour', 'time', 'mimosas', 'brunch']"
service highly refined seating delayed 35 minutes past reservation maitre apologized regularly kept us apprised progress,service,positive,"['seating', 'reservation', 'minutes', 'progress', 'service']"
secret lunch menu offers complimentary appetizer every entree ordered,food,positive,"['entree', 'lunch', 'menu', 'appetizer']"
called gnochi alla nona found chef specials,food,neutral,"['chef', 'specials']"
pizza delicious proprietor one nicest nyc,service,positive,[]
however understand extraordinary hype restaurant,anecdotesmiscellaneous,negative,"['hype', 'restaurant']"
best part ls late night atmosphere delightfully free bts,ambience,positive,"['bts', 'night', 'atmosphere', 'part']"
love jazz bands fri sat,ambience,positive,"['jazz', 'bands', 'love']"
waiter fine place looks nice nottryingtoohard way prices little expected food,ambience,positive,"['food', 'way', 'waiter', 'prices', 'place']"
ive never felt unwelcome last month jimmys bronx cafe,anecdotesmiscellaneous,negative,['month']
believe us weve eating sushi 15 yrs,anecdotesmiscellaneous,neutral,"['yrs', 'sushi']"
made title affordable restaurant great taste,price,positive,"['title', 'restaurant', 'taste']"
decent wine reasonable prices,price,positive,"['wine', 'prices']"
coworkers stated food amazing wondered hadnt heard place,food,positive,"['coworkers', 'place', 'food']"
work nearby best oatmeal neighborhood packaged quickcooked item,food,positive,"['item', 'neighborhood', 'work']"
heartily recommend,anecdotesmiscellaneous,positive,[]
bar various selections mixed drink special catcher 2 1s,food,positive,"['catcher', 'selections', 'drink', '1s']"
look forward eating,anecdotesmiscellaneous,positive,[]
would definitely recommend sea like thai cuisine,food,positive,"['cuisine', 'sea']"
heres fake fish tanks,ambience,negative,"['tanks', 'fish']"
party 7 close next front doors eating coats,ambience,negative,"['doors', 'coats', 'party']"
ive cafe spice probably 58 times probably still best indian restaurant around union square,anecdotesmiscellaneous,positive,"['spice', 'cafe', 'times', 'square', 'restaurant']"
one would think wed get apology complimentary drinks instead got snobby waiter wouldnt even take order 15 minutes gave us lip asked,service,negative,"['order', 'minutes', 'lip', 'waiter', 'apology', 'drinks']"
ask usha nicest bartender manhattan,service,positive,['bartender']
hearing lot great things restaurant passing daily basis decided try,anecdotesmiscellaneous,neutral,"['things', 'lot', 'basis', 'restaurant']"
honestly worst sushi husband entire lives,food,negative,"['husband', 'lives', 'sushi']"
dessert came candle anyone asked one waiter must seen opening birthday card gift said knew special occassion sort,service,positive,"['candle', 'dessert', 'card', 'waiter', 'occassion', 'sort', 'gift', 'birthday']"
place best interior seen anywhere northside wburg impress whoever bring,ambience,positive,"['place', 'interior', 'wburg']"
loved shows,anecdotesmiscellaneous,positive,[]
didnt expect like nosh much pastrami challah sandwich otherworldly soups like moms knishes give yonah schimmels run money,food,positive,"['schimmels', 'moms', 'money', 'nosh', 'soups']"
cheap expensive either,price,conflict,[]
unfortunately food something get worked,food,negative,['food']
group 8 well seved,service,positive,"['well', 'group']"
one best chicken tikka masala,food,positive,"['tikka', 'masala', 'chicken']"
pastrami corned beef juicy piled high ask extra rye bread,food,positive,"['bread', 'pastrami', 'rye']"
completely fair redeeming factor food average couldnt make deficiencies teodora,food,positive,"['food', 'factor', 'teodora', 'deficiencies', 'average']"
would never go back,anecdotesmiscellaneous,negative,[]
friend milan pleasantly surprised arrived everyone spoke italian,anecdotesmiscellaneous,positive,[]
birthday excellent time,anecdotesmiscellaneous,positive,"['time', 'birthday']"
great food great lay awesome service,service,positive,"['food', 'service']"
unlike places nyc sandwiches want come tripledecker get want reasonablysized portion price,food,conflict,"['portion', 'price', 'tripledecker', 'sandwiches', 'places']"
food definitely good left bit disappointed,anecdotesmiscellaneous,conflict,"['food', 'bit']"
food definitely good left bit disappointed,food,conflict,"['food', 'bit']"
tend judge sushi restaurant sea urchin heavenly sushi rose,food,positive,"['urchin', 'sushi', 'restaurant', 'sea']"
makes restaurant special authentic sichuan cooking one nyc offers authentic chongqing hotpot,anecdotesmiscellaneous,positive,"['hotpot', 'restaurant', 'chongqing']"
ive overheard comments employees delivered dining area ive sitting lectured another customer,service,negative,"['employees', 'customer', 'area', 'dining', 'comments']"
cream cheeses world love coffee,food,positive,"['world', 'cheeses', 'coffee', 'cream']"
great vibe lots people,ambience,positive,"['people', 'vibe']"
dont seem place emphasis specials fresh ingredients necessary good thai,food,negative,"['emphasis', 'place', 'specials', 'ingredients']"
food alright stuff good like steak dish tends dry,food,conflict,"['dish', 'food', 'steak', 'stuff']"
everyone treats like part family,service,positive,"['family', 'part']"
celebrities make sweat ride like around parts youll yawn wonder whats hype,anecdotesmiscellaneous,conflict,"['hype', 'parts', 'yawn', 'sweat', 'celebrities']"
great people watching others,ambience,positive,"['people', 'others']"
food hot tasty,food,positive,"['tasty', 'food']"
easy get reservation top place nyc weeks notice,anecdotesmiscellaneous,positive,"['reservation', 'place', 'weeks']"
stay away place,anecdotesmiscellaneous,negative,['place']
dont go,anecdotesmiscellaneous,negative,[]
ambience nice service wasnt great,service,negative,"['ambience', 'service']"
well attended enthusiastic staff especially manager tony gaskin made excellent suggestions menu selections,service,positive,"['menu', 'manager', 'suggestions', 'staff', 'selections']"
wine list interesting many good values,food,positive,"['wine', 'list', 'values']"
parked block ninas place looked nice people obviously enjoying pizzas,anecdotesmiscellaneous,positive,"['people', 'pizzas']"
highly recommend caviar russe anyone wants delicious top grade caviar fantastic service,service,positive,"['caviar', 'service', 'grade']"
price eat well manhattan,price,positive,['price']
menu changed portions even smaller lentil dish salty beyond edibility basmati rice dish lacked flavor,food,negative,"['dish', 'portions', 'menu', 'edibility', 'flavor']"
went wife wait table even though could see many empty reservation sigh,service,negative,"['table', 'wife', 'reservation', 'sigh']"
fillings may unconventional dosa batter definitely authentic combinations tasty,food,positive,"['combinations', 'dosa', 'batter', 'fillings']"
late night dinner saturday night,anecdotesmiscellaneous,neutral,"['night', 'dinner']"
waiters tend forget drinks completely food portions tiny two people trouble sharing one entree,food,negative,"['food', 'portions', 'trouble', 'waiters', 'people', 'entree', 'drinks']"
told us sit anywhere sat said table reserved,service,negative,['table']
place incredibly tiny,ambience,negative,[]
steamed fresh brought hot hot hot table,food,positive,['table']
lloovve place,anecdotesmiscellaneous,positive,[]
staff makes feel home food great atmosphere wonderful,ambience,positive,"['food', 'home', 'atmosphere', 'staff']"
20 gets unlimited sushi high quality even took friend japan said one best sushi places us,food,positive,"['friend', 'sushi', 'quality']"
reasonably priced around 8 dinner 5 lunch delicious filling,food,positive,"['lunch', 'dinner', 'filling']"
also seated promptly time reservation service quick professional,service,positive,"['reservation', 'professional', 'time', 'service']"
got club soda filled ice lime,service,negative,"['lime', 'club', 'ice', 'soda']"
found variety sashimi plate satisfying fresh yummy,food,positive,['plate']
impressed lowkey upper eastsider authentically thai cuisine,ambience,positive,"['cuisine', 'eastsider']"
interesting dishes change include chicken curry sauce salmon caserole,food,positive,"['salmon', 'chicken', 'change', 'dishes']"
ive chicken garlic sauce chicken black bean sauce hunan chicken,food,neutral,"['sauce', 'garlic', 'chicken', 'bean']"
oh yeah ever west side try sister resturant arties cafe,anecdotesmiscellaneous,positive,"['cafe', 'arties', 'side', 'west', 'sister', 'resturant']"
plus wednesday nights house wine unlimited,food,positive,"['nights', 'wine', 'house']"
food good great deal place self great,price,positive,"['food', 'deal', 'place', 'self']"
cheers new york whether youve ever,anecdotesmiscellaneous,neutral,[]
food amazing rich pastas fresh doughy pizza,food,positive,"['food', 'doughy', 'pastas', 'pizza']"
pizza 33,anecdotesmiscellaneous,negative,['pizza']
ive waited one hour food,service,negative,"['hour', 'food']"
chicken parm edible canned tomato sauce boxed pasta chicken portobello mushrooms consisted dry inedible chicken terrible sauce,food,negative,"['sauce', 'portobello', 'mushrooms', 'chicken', 'tomato', 'pasta']"
considering price 625 lunch special dish ridiculously small,food,negative,"['dish', 'lunch', 'price']"
delicious cooks friendly willing take moment speak shake hand,service,positive,"['shake', 'moment', 'take', 'hand']"
lamb meat undercooked extrmely chewy,food,negative,"['meat', 'chewy', 'lamb']"
like somosas chai chole dhosas dhal kinda dissapointing,food,conflict,[]
nothing fancy really good food pretty reasonable price,food,positive,"['food', 'price']"
go corned indian restaurant little india strip along east 6 st rules supreme,anecdotesmiscellaneous,positive,['restaurant']
food good even order wait incredible,service,negative,"['food', 'order']"
ive couple times impressed,anecdotesmiscellaneous,negative,"['couple', 'times']"
table next us asked crushed grapes long overdue bottle wine finally arrived,service,negative,"['bottle', 'table', 'wine', 'grapes']"
youre looking place sit drink conversations friends go sweetntart order hongkong styled milk tea tapioca pearls hot,ambience,positive,"['order', 'conversations', 'drink', 'sweetntart', 'friends', 'pearls', 'tapioca', 'milk', 'tea', 'place']"
